Cycle;active_ego;width_ego;length_ego;x_ego;y_ego;vx_ego;vy_ego;ax_ego;ay_ego;w_ego;active_1;width_1;length_1;x_1;y_1;vx_1;vy_1;ax_1;ay_1;w_1;active_2;width_2;length_2;x_2;y_2;vx_2;vy_2;ax_2;ay_2;w_2
3763;1;1.899;5.289;10619.21589;5.540067119;28.80029966;0.735646887;0.054653457;-0.003342786;0.025537476;1;1.885342708;5;10702.13854;11.71493069;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10699.63889;7.652920401;27.76805144;0.735022224;0;0;0.02646389
3764;1;1.899;5.289;10619.5039;5.547415758;28.8008408;0.735786967;0.054117155;-0.003326005;0.025541857;1;1.885342708;5;10702.39512;11.72172229;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10699.91658;7.660270624;27.76805144;0.735022224;0;0;0.02646389
3765;1;1.899;5.289;10619.79191;5.554765641;28.80137648;0.735928576;0.053572654;-0.003308658;0.025546296;1;1.885342708;5;10702.65169;11.7285139;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10700.19426;7.667620846;27.76805144;0.735022224;0;0;0.02646389
3766;1;1.899;5.289;10620.07993;5.562116785;28.80190669;0.736071714;0.053030096;-0.003291375;0.025550792;1;1.885342708;5;10702.90827;11.7353055;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10700.47194;7.674971068;27.76805144;0.735022224;0;0;0.02646389
3767;1;1.899;5.289;10620.36795;5.569469205;28.80243137;0.736216379;0.052473245;-0.003272949;0.025555346;1;1.885342708;5;10703.16485;11.74209711;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10700.74962;7.68232129;27.76805144;0.735022224;0;0;0.02646389
3768;1;1.899;5.289;10620.65598;5.576822917;28.80295037;0.736362569;0.051906081;-0.003254025;0.025559958;1;1.885342708;5;10703.42142;11.74888871;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10701.0273;7.689671513;27.76805144;0.735022224;0;0;0.02646389
3769;1;1.899;5.289;10620.94401;5.584177936;28.80346369;0.736510175;0.051348781;-0.003234696;0.025564624;1;1.885342708;5;10703.678;11.75568032;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10701.30498;7.697021735;27.76805144;0.735022224;0;0;0.02646389
3770;1;1.899;5.289;10621.23205;5.591534276;28.80397149;0.736659362;0.050810106;-0.003215981;0.02556935;1;1.885342708;5;10703.93458;11.76247192;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10701.58266;7.704371957;27.76805144;0.735022224;0;0;0.02646389
3771;1;1.899;5.289;10621.52009;5.598891954;28.80447392;0.736809974;0.050282226;-0.003197501;0.025574129;1;1.885342708;5;10704.19115;11.76926353;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10701.86034;7.711722179;27.76805144;0.735022224;0;0;0.02646389
3772;1;1.899;5.289;10621.80814;5.606250986;28.80497106;0.736962067;0.049761559;-0.003179718;0.025578965;1;1.885342708;5;10704.44773;11.77605513;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10702.13802;7.719072402;27.76805144;0.735022224;0;0;0.02646389
3773;1;1.899;5.289;10622.0962;5.613611385;28.80546294;0.737115693;0.049235268;-0.003161649;0.025583858;1;1.885342708;5;10704.70431;11.78284674;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10702.4157;7.726422624;27.76805144;0.735022224;0;0;0.02646389
3774;1;1.899;5.289;10622.38425;5.620973168;28.80594948;0.737270799;0.048704349;-0.00314369;0.025588807;1;1.885342708;5;10704.96088;11.78963834;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10702.69338;7.733772846;27.76805144;0.735022224;0;0;0.02646389
3775;1;1.899;5.289;10622.67232;5.628336348;28.80643069;0.73742733;0.048178025;-0.003125512;0.02559381;1;1.885342708;5;10705.21746;11.79642995;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10702.97106;7.741123068;27.76805144;0.735022224;0;0;0.02646389
3776;1;1.899;5.289;10622.96038;5.635700943;28.80690664;0.737585342;0.047660576;-0.003107566;0.025598869;1;1.885342708;5;10705.47404;11.80322155;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10703.24874;7.748473291;27.76805144;0.735022224;0;0;0.02646389
3777;1;1.899;5.289;10623.24846;5.643066965;28.80737735;0.737744782;0.047138328;-0.003088811;0.025603982;1;1.885342708;5;10705.73061;11.81001316;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10703.52642;7.755823513;27.76805144;0.735022224;0;0;0.02646389
3778;1;1.899;5.289;10623.53653;5.650434431;28.80784277;0.737905702;0.046609177;-0.00306968;0.025609151;1;1.885342708;5;10705.98719;11.81680477;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10703.8041;7.763173735;27.76805144;0.735022224;0;0;0.02646389
3779;1;1.899;5.289;10623.82461;5.657803355;28.8083028;0.738068046;0.046069028;-0.003049698;0.025614373;1;1.885342708;5;10706.24377;11.82359637;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10704.08178;7.770523957;27.76805144;0.735022224;0;0;0.02646389
3780;1;1.899;5.289;10624.1127;5.665173752;28.80875735;0.738231758;0.04552106;-0.003029635;0.025619648;1;1.885342708;5;10706.50035;11.83038798;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10704.35946;7.77787418;27.76805144;0.735022224;0;0;0.02646389
3781;1;1.899;5.289;10624.40079;5.672545636;28.80920632;0.738396943;0.044961965;-0.003009228;0.025624979;1;1.885342708;5;10706.75692;11.83717958;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10704.63714;7.785224402;27.76805144;0.735022224;0;0;0.02646389
3782;1;1.899;5.289;10624.68889;5.679919023;28.80964962;0.738563598;0.04439855;-0.002989131;0.025630366;1;1.885342708;5;10707.0135;11.84397119;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10704.91482;7.792574624;27.76805144;0.735022224;0;0;0.02646389
3783;1;1.899;5.289;10624.97699;5.687293927;28.8100873;0.738731563;0.043847268;-0.002969186;0.025635803;1;1.885342708;5;10707.27008;11.85076279;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10705.19251;7.799924846;27.76805144;0.735022224;0;0;0.02646389
3784;1;1.899;5.289;10625.26509;5.694670363;28.81051952;0.738900951;0.043315277;-0.002949904;0.025641294;1;1.885342708;5;10707.52665;11.8575544;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10705.47019;7.807275069;27.76805144;0.735022224;0;0;0.02646389
3785;1;1.899;5.289;10625.5532;5.702048344;28.81094644;0.739071764;0.042795169;-0.002930607;0.025646839;1;1.885342708;5;10707.78323;11.864346;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10705.74787;7.814625291;27.76805144;0.735022224;0;0;0.02646389
3786;1;1.899;5.289;10625.84131;5.709427885;28.81136817;0.739243953;0.04228349;-0.002911515;0.025652437;1;1.885342708;5;10708.03981;11.87113761;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10706.02555;7.821975513;27.76805144;0.735022224;0;0;0.02646389
3787;1;1.899;5.289;10626.12943;5.716809001;28.81178473;0.739417518;0.041768244;-0.002891736;0.025658086;1;1.885342708;5;10708.29638;11.87792921;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10706.30323;7.829325735;27.76805144;0.735022224;0;0;0.02646389
3788;1;1.899;5.289;10626.41755;5.724191706;28.81219608;0.739592404;0.041249977;-0.002871708;0.025663786;1;1.885342708;5;10708.55296;11.88472082;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10706.58091;7.836675957;27.76805144;0.735022224;0;0;0.02646389
3789;1;1.899;5.289;10626.70567;5.731576015;28.81260221;0.739768718;0.040735662;-0.002851284;0.025669539;1;1.885342708;5;10708.80954;11.89151242;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10706.85859;7.84402618;27.76805144;0.735022224;0;0;0.02646389
3790;1;1.899;5.289;10626.9938;5.73896194;28.81300321;0.739946408;0.040228986;-0.002831142;0.025675345;1;1.885342708;5;10709.06611;11.89830403;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10707.13627;7.851376402;27.76805144;0.735022224;0;0;0.02646389
3791;1;1.899;5.289;10627.28193;5.746349497;28.81339908;0.740125421;0.039717961;-0.002810812;0.025681201;1;1.885342708;5;10709.32269;11.90509563;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10707.41395;7.858726624;27.76805144;0.735022224;0;0;0.02646389
3792;1;1.899;5.289;10627.57007;5.7537387;28.81378977;0.740305756;0.039200766;-0.002790663;0.025687108;1;1.885342708;5;10709.57927;11.91188724;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10707.69163;7.866076846;27.76805144;0.735022224;0;0;0.02646389
3793;1;1.899;5.289;10627.85821;5.761129562;28.8141752;0.740487411;0.038671815;-0.002770076;0.025693065;1;1.885342708;5;10709.83584;11.91867885;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10707.96931;7.873427069;27.76805144;0.735022224;0;0;0.02646389
3794;1;1.899;5.289;10628.14636;5.768522098;28.81455525;0.740670436;0.038133804;-0.002749402;0.025699073;1;1.885342708;5;10710.09242;11.92547045;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10708.24699;7.880777291;27.76805144;0.735022224;0;0;0.02646389
3795;1;1.899;5.289;10628.43451;5.775916321;28.81492982;0.740854721;0.037584094;-0.002728153;0.025705131;1;1.885342708;5;10710.349;11.93226206;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10708.52467;7.888127513;27.76805144;0.735022224;0;0;0.02646389
3796;1;1.899;5.289;10628.72266;5.783312244;28.81529882;0.741040317;0.037029757;-0.002706767;0.025711238;1;1.885342708;5;10710.60557;11.93905366;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10708.80235;7.895477735;27.76805144;0.735022224;0;0;0.02646389
3797;1;1.899;5.289;10629.01081;5.790709882;28.81566228;0.741227225;0.036487102;-0.002685172;0.025717396;1;1.885342708;5;10710.86215;11.94584527;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10709.08003;7.902827958;27.76805144;0.735022224;0;0;0.02646389
3798;1;1.899;5.289;10629.29897;5.798109248;28.81602037;0.741415397;0.035963339;-0.002663901;0.025723603;1;1.885342708;5;10711.11873;11.95263687;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10709.35771;7.91017818;27.76805144;0.735022224;0;0;0.02646389
3799;1;1.899;5.289;10629.58714;5.805510355;28.81637325;0.741604835;0.035451678;-0.002642503;0.025729857;1;1.885342708;5;10711.3753;11.95942848;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10709.63539;7.917528402;27.76805144;0.735022224;0;0;0.02646389
3800;1;1.899;5.289;10629.8753;5.812913216;28.81672102;0.741795597;0.034948802;-0.002621365;0.025736162;1;1.885342708;5;10711.63188;11.96622008;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10709.91307;7.924878624;27.76805144;0.735022224;0;0;0.02646389
3801;1;1.899;5.289;10630.16347;5.820317846;28.81706372;0.741987575;0.034442652;-0.002600026;0.025742514;1;1.885342708;5;10711.88846;11.97301169;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10710.19075;7.932228847;27.76805144;0.735022224;0;0;0.02646389
3802;1;1.899;5.289;10630.45165;5.827724257;28.8174013;0.742180822;0.033933632;-0.002578844;0.025748914;1;1.885342708;5;10712.14503;11.97980329;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10710.46843;7.939579069;27.76805144;0.735022224;0;0;0.02646389
3803;1;1.899;5.289;10630.73982;5.835132463;28.81773376;0.742375338;0.03342881;-0.002557626;0.025755363;1;1.885342708;5;10712.40161;11.9865949;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10710.74612;7.946929291;27.76805144;0.735022224;0;0;0.02646389
3804;1;1.899;5.289;10631.028;5.842542476;28.81806118;0.742571071;0.032931788;-0.002536708;0.025761858;1;1.885342708;5;10712.65819;11.9933865;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10711.0238;7.954279513;27.76805144;0.735022224;0;0;0.02646389
3805;1;1.899;5.289;10631.31618;5.84995431;28.81838358;0.742768023;0.032430402;-0.002515444;0.025768399;1;1.885342708;5;10712.91477;12.00017811;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10711.30148;7.961629736;27.76805144;0.735022224;0;0;0.02646389
3806;1;1.899;5.289;10631.60437;5.857367978;28.81870089;0.74296619;0.031922862;-0.002494011;0.025774987;1;1.885342708;5;10713.17134;12.00696972;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10711.57916;7.968979958;27.76805144;0.735022224;0;0;0.02646389
3807;1;1.899;5.289;10631.89256;5.864783492;28.81901305;0.743165571;0.031404679;-0.002471921;0.025781622;1;1.885342708;5;10713.42792;12.01376132;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10711.85684;7.97633018;27.76805144;0.735022224;0;0;0.02646389
3808;1;1.899;5.289;10632.18075;5.872200865;28.81931994;0.743366164;0.030878406;-0.002449515;0.025788304;1;1.885342708;5;10713.6845;12.02055293;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10712.13452;7.983680402;27.76805144;0.735022224;0;0;0.02646389
3809;1;1.899;5.289;10632.46895;5.87962011;28.81962147;0.743567912;0.03033947;-0.00242644;0.02579503;1;1.885342708;5;10713.94107;12.02734453;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10712.4122;7.991030625;27.76805144;0.735022224;0;0;0.02646389
3810;1;1.899;5.289;10632.75715;5.887041239;28.81991753;0.743770812;0.029794295;-0.002403203;0.0258018;1;1.885342708;5;10714.19765;12.03413614;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10712.68988;7.998380847;27.76805144;0.735022224;0;0;0.02646389
3811;1;1.899;5.289;10633.04535;5.894464265;28.82020814;0.743974918;0.029259729;-0.002380083;0.025808618;1;1.885342708;5;10714.45423;12.04092774;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10712.96756;8.005731069;27.76805144;0.735022224;0;0;0.02646389
3812;1;1.899;5.289;10633.33355;5.9018892;28.82049346;0.744180181;0.0287434;-0.002357545;0.02581548;1;1.885342708;5;10714.7108;12.04771935;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10713.24524;8.013081291;27.76805144;0.735022224;0;0;0.02646389
3813;1;1.899;5.289;10633.62176;5.909316056;28.82077364;0.744386497;0.028238908;-0.00233515;0.025822382;1;1.885342708;5;10714.96738;12.05451095;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10713.52292;8.020431514;27.76805144;0.735022224;0;0;0.02646389
3814;1;1.899;5.289;10633.90997;5.916744845;28.8210488;0.74459403;0.02774309;-0.002313019;0.025829332;1;1.885342708;5;10715.22396;12.06130256;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10713.8006;8.027781736;27.76805144;0.735022224;0;0;0.02646389
3815;1;1.899;5.289;10634.19818;5.924175581;28.82131895;0.744802727;0.027244079;-0.002290595;0.025836326;1;1.885342708;5;10715.48053;12.06809416;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10714.07828;8.035131958;27.76805144;0.735022224;0;0;0.02646389
3816;1;1.899;5.289;10634.4864;5.931608273;28.82158405;0.745012479;0.026742388;-0.002268076;0.025843361;1;1.885342708;5;10715.73711;12.07488577;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10714.35596;8.04248218;27.76805144;0.735022224;0;0;0.02646389
3817;1;1.899;5.289;10634.77462;5.939042935;28.82184412;0.745223341;0.026245751;-0.002245407;0.025850439;1;1.885342708;5;10715.99369;12.08167737;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10714.63364;8.049832402;27.76805144;0.735022224;0;0;0.02646389
3818;1;1.899;5.289;10635.06284;5.946479579;28.82209924;0.745435314;0.025757797;-0.002222887;0.02585756;1;1.885342708;5;10716.25026;12.08846898;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10714.91132;8.057182625;27.76805144;0.735022224;0;0;0.02646389
3819;1;1.899;5.289;10635.35106;5.953918216;28.82234943;0.745648344;0.025265979;-0.002200018;0.025864722;1;1.885342708;5;10716.50684;12.09526058;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10715.189;8.064532847;27.76805144;0.735022224;0;0;0.02646389
3820;1;1.899;5.289;10635.63929;5.961358858;28.82259464;0.745862486;0.024768188;-0.002176971;0.025871927;1;1.885342708;5;10716.76342;12.10205219;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10715.46668;8.071883069;27.76805144;0.735022224;0;0;0.02646389
3821;1;1.899;5.289;10635.92752;5.968801516;28.82283479;0.746077681;0.024259929;-0.002153492;0.025879173;1;1.885342708;5;10717.01999;12.1088438;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10715.74436;8.079233291;27.76805144;0.735022224;0;0;0.02646389
3822;1;1.899;5.289;10636.21575;5.976246201;28.82306977;0.746293929;0.023743879;-0.002129839;0.025886459;1;1.885342708;5;10717.27657;12.1156354;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10716.02205;8.086583514;27.76805144;0.735022224;0;0;0.02646389
3823;1;1.899;5.289;10636.50398;5.983692926;28.82329951;0.746511172;0.02321678;-0.002105756;0.025893785;1;1.885342708;5;10717.53315;12.12242701;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10716.29973;8.093933736;27.76805144;0.735022224;0;0;0.02646389
3824;1;1.899;5.289;10636.79221;5.991141701;28.82352391;0.746729516;0.022685046;-0.002081549;0.025901154;1;1.885342708;5;10717.78972;12.12921861;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10716.57741;8.101283958;27.76805144;0.735022224;0;0;0.02646389
3825;1;1.899;5.289;10637.08045;5.998592537;28.82374301;0.746948801;0.022164324;-0.002057446;0.02590856;1;1.885342708;5;10718.0463;12.13601022;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10716.85509;8.10863418;27.76805144;0.735022224;0;0;0.02646389
3826;1;1.899;5.289;10637.36869;6.006045446;28.82395695;0.747169137;0.021661607;-0.002033764;0.025916006;1;1.885342708;5;10718.30288;12.14280182;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10717.13277;8.115984403;27.76805144;0.735022224;0;0;0.02646389
3827;1;1.899;5.289;10637.65693;6.013500438;28.82416589;0.747390421;0.02117047;-0.002010201;0.025923491;1;1.885342708;5;10718.55945;12.14959343;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10717.41045;8.123334625;27.76805144;0.735022224;0;0;0.02646389
3828;1;1.899;5.289;10637.94518;6.020957523;28.82436994;0.747612764;0.0206863;-0.00198677;0.025931016;1;1.885342708;5;10718.81603;12.15638503;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10717.68813;8.130684847;27.76805144;0.735022224;0;0;0.02646389
3829;1;1.899;5.289;10638.23342;6.028416714;28.82456905;0.747836056;0.02018903;-0.001962828;0.025938578;1;1.885342708;5;10719.07261;12.16317664;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10717.96581;8.138035069;27.76805144;0.735022224;0;0;0.02646389
3830;1;1.899;5.289;10638.52167;6.03587802;28.82476309;0.748060294;0.019678007;-0.001938462;0.025946178;1;1.885342708;5;10719.32919;12.16996824;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10718.24349;8.145385292;27.76805144;0.735022224;0;0;0.02646389
3831;1;1.899;5.289;10638.80992;6.043341451;28.82495196;0.748285476;0.01916522;-0.001913853;0.025953814;1;1.885342708;5;10719.58576;12.17675985;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10718.52117;8.152735514;27.76805144;0.735022224;0;0;0.02646389
3832;1;1.899;5.289;10639.09817;6.050807019;28.8251357;0.748511602;0.0186563;-0.001889261;0.025961489;1;1.885342708;5;10719.84234;12.18355145;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10718.79885;8.160085736;27.76805144;0.735022224;0;0;0.02646389
3833;1;1.899;5.289;10639.38642;6.058274733;28.82531426;0.748738617;0.018133565;-0.001864167;0.025969198;1;1.885342708;5;10720.09892;12.19034306;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10719.07653;8.167435958;27.76805144;0.735022224;0;0;0.02646389
3834;1;1.899;5.289;10639.67468;6.065744604;28.82548748;0.74896657;0.017594284;-0.001838593;0.025976945;1;1.885342708;5;10720.35549;12.19713466;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10719.35421;8.174786181;27.76805144;0.735022224;0;0;0.02646389
3835;1;1.899;5.289;10639.96294;6.073216641;28.82565517;0.749195404;0.017033447;-0.001812321;0.025984727;1;1.885342708;5;10720.61207;12.20392627;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10719.63189;8.182136403;27.76805144;0.735022224;0;0;0.02646389
3836;1;1.899;5.289;10640.25119;6.080690855;28.82581713;0.749425112;0.016455131;-0.001785541;0.025992544;1;1.885342708;5;10720.86865;12.21071788;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10719.90957;8.189486625;27.76805144;0.735022224;0;0;0.02646389
3837;1;1.899;5.289;10640.53945;6.088167254;28.82597317;0.74965569;0.015853771;-0.001758088;0.026000397;1;1.885342708;5;10721.12522;12.21750948;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10720.18725;8.196836847;27.76805144;0.735022224;0;0;0.02646389
3838;1;1.899;5.289;10640.82771;6.095645849;28.82612307;0.749887131;0.015238234;-0.001730231;0.026008286;1;1.885342708;5;10721.3818;12.22430109;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10720.46493;8.20418707;27.76805144;0.735022224;0;0;0.02646389
3839;1;1.899;5.289;10641.11598;6.103126648;28.82626681;0.750119328;0.014631138;-0.001702476;0.026016206;1;1.885342708;5;10721.63838;12.23109269;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10720.74261;8.211537292;27.76805144;0.735022224;0;0;0.02646389
3840;1;1.899;5.289;10641.40424;6.110609662;28.82640455;0.750352338;0.014043579;-0.001675091;0.026024159;1;1.885342708;5;10721.89495;12.2378843;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10721.02029;8.218887514;27.76805144;0.735022224;0;0;0.02646389
3841;1;1.899;5.289;10641.69251;6.118094898;28.82653646;0.75058622;0.013472115;-0.001647875;0.026032148;1;1.885342708;5;10722.15153;12.2446759;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10721.29797;8.226237736;27.76805144;0.735022224;0;0;0.02646389
3842;1;1.899;5.289;10641.98078;6.125582366;28.82666274;0.75082087;0.012921558;-0.001620995;0.026040169;1;1.885342708;5;10722.40811;12.25146751;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10721.57566;8.233587958;27.76805144;0.735022224;0;0;0.02646389
3843;1;1.899;5.289;10642.26904;6.133072075;28.82678349;0.751056292;0.012365749;-0.001593833;0.026048221;1;1.885342708;5;10722.66468;12.25825911;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10721.85334;8.240938181;27.76805144;0.735022224;0;0;0.02646389
3844;1;1.899;5.289;10642.55731;6.140564034;28.82689857;0.751292536;0.011797947;-0.001566269;0.026056306;1;1.885342708;5;10722.92126;12.26505072;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10722.13102;8.248288403;27.76805144;0.735022224;0;0;0.02646389
3845;1;1.899;5.289;10642.84558;6.148058252;28.82700794;0.751529492;0.011229643;-0.00153861;0.026064422;1;1.885342708;5;10723.17784;12.27184232;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10722.4087;8.255638625;27.76805144;0.735022224;0;0;0.02646389
3846;1;1.899;5.289;10643.13385;6.155554737;28.82711163;0.751767215;0.010667427;-0.001511078;0.026072569;1;1.885342708;5;10723.43441;12.27863393;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10722.68638;8.262988847;27.76805144;0.735022224;0;0;0.02646389
3847;1;1.899;5.289;10643.42213;6.163053498;28.82720964;0.752005652;0.010096677;-0.001483403;0.026080746;1;1.885342708;5;10723.69099;12.28542553;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10722.96406;8.27033907;27.76805144;0.735022224;0;0;0.02646389
3848;1;1.899;5.289;10643.7104;6.170554543;28.82730185;0.752244853;0.009514918;-0.001455486;0.026088955;1;1.885342708;5;10723.94757;12.29221714;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10723.24174;8.277689292;27.76805144;0.735022224;0;0;0.02646389
3849;1;1.899;5.289;10643.99868;6.17805788;28.82738814;0.75248476;0.008915556;-0.001427136;0.026097193;1;1.885342708;5;10724.20414;12.29900875;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10723.51942;8.285039514;27.76805144;0.735022224;0;0;0.02646389
3850;1;1.899;5.289;10644.28695;6.185563517;28.82746833;0.752725316;0.008301951;-0.001398284;0.02610546;1;1.885342708;5;10724.46072;12.30580035;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10723.7971;8.292389736;27.76805144;0.735022224;0;0;0.02646389
3851;1;1.899;5.289;10644.57523;6.193071462;28.82754228;0.752966516;0.0076712;-0.001368745;0.026113754;1;1.885342708;5;10724.7173;12.31259196;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10724.07478;8.299739959;27.76805144;0.735022224;0;0;0.02646389
3852;1;1.899;5.289;10644.8635;6.200581724;28.82760984;0.75320841;0.007031946;-0.001338689;0.026122078;1;1.885342708;5;10724.97387;12.31938356;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10724.35246;8.307090181;27.76805144;0.735022224;0;0;0.02646389
3853;1;1.899;5.289;10645.15178;6.208094308;28.82767101;0.753450944;0.006404148;-0.001308784;0.02613043;1;1.885342708;5;10725.23045;12.32617517;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10724.63014;8.314440403;27.76805144;0.735022224;0;0;0.02646389
3854;1;1.899;5.289;10645.44006;6.215609223;28.82772599;0.75369407;0.00579749;-0.001279276;0.026138809;1;1.885342708;5;10725.48703;12.33296677;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10724.90782;8.321790625;27.76805144;0.735022224;0;0;0.02646389
3855;1;1.899;5.289;10645.72834;6.223126477;28.82777497;0.753937846;0.005206689;-0.001250119;0.026147215;1;1.885342708;5;10725.7436;12.33975838;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10725.1855;8.329140848;27.76805144;0.735022224;0;0;0.02646389
3856;1;1.899;5.289;10646.01662;6.230646075;28.82781807;0.754182221;0.004627905;-0.001221214;0.026155647;1;1.885342708;5;10726.00018;12.34654998;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10725.46318;8.33649107;27.76805144;0.735022224;0;0;0.02646389
3857;1;1.899;5.289;10646.3049;6.238168027;28.82785535;0.754427197;0.004043109;-0.001192324;0.026164105;1;1.885342708;5;10726.25676;12.35334159;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10725.74086;8.343841292;27.76805144;0.735022224;0;0;0.02646389
3858;1;1.899;5.289;10646.59318;6.245692338;28.82788671;0.754672771;0.003451989;-0.001163331;0.02617259;1;1.885342708;5;10726.51334;12.36013319;25.65767953;0.679160535;0;0;0.02646389;1;2.065267878;7;10726.01854;8.351191514;27.76805144;0.735022224;0;0;0.02646389
