Cycle;active_ego;width_ego;length_ego;x_ego;y_ego;vx_ego;vy_ego;ax_ego;ay_ego;w_ego;active_1;width_1;length_1;x_1;y_1;vx_1;vy_1;ax_1;ay_1;w_1;active_2;width_2;length_2;x_2;y_2;vx_2;vy_2;ax_2;ay_2;w_2
1079;1;1.899;5.289;10061.39972;-9.159696124;10.0206789;0.239167897;0.654460799;-0.015334017;0.023862904;1;1.885342708;5;10013.48136;-6.310489294;25.66084007;0.546868148;0;0;0.02130816;1;2.065267878;7;10098.69717;-8.249959222;10.77547849;0.280841778;0.999580565;0.026052113;0.02605715
1080;1;1.899;5.289;10061.49996;-9.157303006;10.02722014;0.23932886;0.65382605;-0.015317489;0.023863386;1;1.885342708;5;10013.73797;-6.305020612;25.66084007;0.546868148;0;0;0.02130816;1;2.065267878;7;10098.80503;-8.247148199;10.7854743;0.281102299;0.999580565;0.026052113;0.02605715
1081;1;1.899;5.289;10061.60027;-9.154908234;10.03375512;0.23948996;0.653210207;-0.015301327;0.023863897;1;1.885342708;5;10013.99458;-6.299551931;25.66084007;0.546868148;0;0;0.02130816;1;2.065267878;7;10098.91298;-8.244334571;10.79547011;0.28136282;0.999580565;0.026052113;0.02605715
1082;1;1.899;5.289;10061.70064;-9.152511808;10.04028405;0.239651203;0.652616502;-0.01528583;0.023864435;1;1.885342708;5;10014.25119;-6.294083249;25.66084007;0.546868148;0;0;0.02130816;1;2.065267878;7;10099.02104;-8.241518338;10.80546591;0.281623341;0.999580565;0.026052113;0.02605715
1083;1;1.899;5.289;10061.80107;-9.150113726;10.04680713;0.239812613;0.652041891;-0.01527073;0.023865003;1;1.885342708;5;10014.5078;-6.288614568;25.66084007;0.546868148;0;0;0.02130816;1;2.065267878;7;10099.12919;-8.238699499;10.81546172;0.281883862;0.999580565;0.026052113;0.02605715
1084;1;1.899;5.289;10061.90158;-9.147713985;10.05332456;0.239974158;0.651488932;-0.015256295;0.023865597;1;1.885342708;5;10014.7644;-6.283145886;25.66084007;0.546868148;0;0;0.02130816;1;2.065267878;7;10099.23744;-8.235878055;10.82545752;0.282144383;0.999580565;0.026052113;0.02605715
1085;1;1.899;5.289;10062.00214;-9.145312584;10.05983655;0.240135881;0.650955021;-0.015242264;0.023866221;1;1.885342708;5;10015.02101;-6.277677205;25.66084007;0.546868148;0;0;0.02130816;1;2.065267878;7;10099.3458;-8.233054006;10.83545333;0.282404904;0.999580565;0.026052113;0.02605715
1086;1;1.899;5.289;10062.10278;-9.14290952;10.0663433;0.240297787;0.650442118;-0.015228886;0.023866875;1;1.885342708;5;10015.27762;-6.272208523;25.66084007;0.546868148;0;0;0.02130816;1;2.065267878;7;10099.45425;-8.230227352;10.84544913;0.282665425;0.999580565;0.026052113;0.02605715
1087;1;1.899;5.289;10062.20347;-9.140504793;10.07284501;0.240459863;0.649948022;-0.015215881;0.023867557;1;1.885342708;5;10015.53423;-6.266739842;25.66084007;0.546868148;0;0;0.02130816;1;2.065267878;7;10099.56281;-8.227398093;10.85544494;0.282925947;0.999580565;0.026052113;0.02605715
1088;1;1.899;5.289;10062.30424;-9.138098399;10.07934187;0.240622132;0.649474168;-0.015203483;0.023868268;1;1.885342708;5;10015.79084;-6.26127116;25.66084007;0.546868148;0;0;0.02130816;1;2.065267878;7;10099.67146;-8.224566228;10.86544075;0.283186468;0.999580565;0.026052113;0.02605715
1089;1;1.899;5.289;10062.40506;-9.135690337;10.08583407;0.240784582;0.649018731;-0.015191428;0.023869008;1;1.885342708;5;10016.04745;-6.255802479;25.66084007;0.546868148;0;0;0.02130816;1;2.065267878;7;10099.78022;-8.221731758;10.87543655;0.283446989;0.999580565;0.026052113;0.02605715
1090;1;1.899;5.289;10062.50595;-9.133280604;10.09232181;0.240947254;0.648582685;-0.015179958;0.023869779;1;1.885342708;5;10016.30405;-6.250333797;25.66084007;0.546868148;0;0;0.02130816;1;2.065267878;7;10099.88907;-8.218894683;10.88543236;0.28370751;0.999580565;0.026052113;0.02605715
1091;1;1.899;5.289;10062.60691;-9.130869197;10.09880528;0.241110116;0.648164552;-0.015168841;0.023870578;1;1.885342708;5;10016.56066;-6.244865116;25.66084007;0.546868148;0;0;0.02130816;1;2.065267878;7;10099.99803;-8.216055003;10.89542816;0.283968031;0.999580565;0.026052113;0.02605715
1092;1;1.899;5.289;10062.70793;-9.128456116;10.10528464;0.241273212;0.647764902;-0.015158321;0.023871409;1;1.885342708;5;10016.81727;-6.239396434;25.66084007;0.546868148;0;0;0.02130816;1;2.065267878;7;10100.10708;-8.213212717;10.90542397;0.284228552;0.999580565;0.026052113;0.02605715
1093;1;1.899;5.289;10062.80902;-9.126041357;10.11176009;0.241436507;0.647382581;-0.015148157;0.023872268;1;1.885342708;5;10017.07388;-6.233927753;25.66084007;0.546868148;0;0;0.02130816;1;2.065267878;7;10100.21623;-8.210367826;10.91541977;0.284489073;0.999580565;0.026052113;0.02605715
1094;1;1.899;5.289;10062.91017;-9.123624917;10.1182318;0.241600044;0.647017809;-0.015138575;0.023873158;1;1.885342708;5;10017.33049;-6.228459071;25.66084007;0.546868148;0;0;0.02130816;1;2.065267878;7;10100.32549;-8.20752033;10.92541558;0.284749595;0.999580565;0.026052113;0.02605715
1095;1;1.899;5.289;10063.01139;-9.121206794;10.12469993;0.241763829;0.646669726;-0.015129336;0.02387408;1;1.885342708;5;10017.5871;-6.22299039;25.66084007;0.546868148;0;0;0.02130816;1;2.065267878;7;10100.43484;-8.204670229;10.93541138;0.285010116;0.999580565;0.026052113;0.02605715
1096;1;1.899;5.289;10063.11267;-9.118786986;10.13116466;0.241927827;0.646338241;-0.015120647;0.02387503;1;1.885342708;5;10017.8437;-6.217521708;25.66084007;0.546868148;0;0;0.02130816;1;2.065267878;7;10100.5443;-8.201817523;10.94540719;0.285270637;0.999580565;0.026052113;0.02605715
1097;1;1.899;5.289;10063.21401;-9.11636549;10.13762615;0.242092101;0.64602277;-0.015112261;0.023876013;1;1.885342708;5;10018.10031;-6.212053027;25.66084007;0.546868148;0;0;0.02130816;1;2.065267878;7;10100.65385;-8.198962211;10.955403;0.285531158;0.999580565;0.026052113;0.02605715
1098;1;1.899;5.289;10063.31542;-9.113942303;10.14408455;0.242256615;0.645722883;-0.01510437;0.023877027;1;1.885342708;5;10018.35692;-6.206584346;25.66084007;0.546868148;0;0;0.02130816;1;2.065267878;7;10100.7635;-8.196104295;10.9653988;0.285791679;0.999580565;0.026052113;0.02605715
1099;1;1.899;5.289;10063.41689;-9.111517422;10.15054002;0.242421376;0.645438009;-0.015096732;0.02387807;1;1.885342708;5;10018.61353;-6.201115664;25.66084007;0.546868148;0;0;0.02130816;1;2.065267878;7;10100.87326;-8.193243773;10.97539461;0.2860522;0.999580565;0.026052113;0.02605715
1100;1;1.899;5.289;10063.51843;-9.109090844;10.15699271;0.242586424;0.645167505;-0.015089562;0.023879146;1;1.885342708;5;10018.87014;-6.195646983;25.66084007;0.546868148;0;0;0.02130816;1;2.065267878;7;10100.98311;-8.190380645;10.98539041;0.286312721;0.999580565;0.026052113;0.02605715
1101;1;1.899;5.289;10063.62004;-9.106662567;10.16344237;0.242751717;0.64473293;-0.01507839;0.023880253;1;1.885342708;5;10019.12674;-6.189975198;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10101.09307;-8.187514913;10.99538622;0.286573242;0.999580565;0.026052113;0.02605715
1102;1;1.899;5.289;10063.7217;-9.104232588;10.16988559;0.242917212;0.644043209;-0.015061283;0.023881393;1;1.885342708;5;10019.38335;-6.184303414;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10101.20312;-8.184646575;11.00538202;0.286833764;0.999580565;0.026052113;0.02605715
1103;1;1.899;5.289;10063.82344;-9.101800905;10.17632369;0.243082903;0.643662024;-0.015051504;0.023882562;1;1.885342708;5;10019.63995;-6.178631629;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10101.31327;-8.181775632;11.01537783;0.287094285;0.999580565;0.026052113;0.02605715
1104;1;1.899;5.289;10063.92523;-9.099367514;10.18275821;0.243248864;0.643328288;-0.015043046;0.023883766;1;1.885342708;5;10019.89655;-6.172959845;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10101.42353;-8.178902084;11.02537364;0.287354806;0.999580565;0.026052113;0.02605715
1105;1;1.899;5.289;10064.02709;-9.096932414;10.18918978;0.243415094;0.64306673;-0.015036267;0.023885001;1;1.885342708;5;10020.15316;-6.16728806;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10101.53388;-8.176025931;11.03536944;0.287615327;0.999580565;0.026052113;0.02605715
1106;1;1.899;5.289;10064.12902;-9.094495602;10.19561891;0.243581623;0.642839797;-0.01503048;0.023886269;1;1.885342708;5;10020.40976;-6.161616276;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10101.64433;-8.173147173;11.04536525;0.287875848;0.999580565;0.026052113;0.02605715
1107;1;1.899;5.289;10064.23101;-9.092057073;10.2020459;0.24374844;0.64263971;-0.015025243;0.023887569;1;1.885342708;5;10020.66637;-6.155944491;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10101.75489;-8.170265809;11.05536105;0.288136369;0.999580565;0.026052113;0.02605715
1108;1;1.899;5.289;10064.33306;-9.089616825;10.20847097;0.243915552;0.642457984;-0.015020561;0.023888901;1;1.885342708;5;10020.92297;-6.150272707;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10101.86554;-8.16738184;11.06535686;0.28839689;0.999580565;0.026052113;0.02605715
1109;1;1.899;5.289;10064.43518;-9.087174855;10.2148943;0.244082982;0.642290403;-0.015016093;0.023890266;1;1.885342708;5;10021.17957;-6.144600922;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10101.9763;-8.164495266;11.07535266;0.288657411;0.999580565;0.026052113;0.02605715
1110;1;1.899;5.289;10064.53736;-9.08473116;10.221316;0.244250734;0.642134082;-0.015012006;0.023891665;1;1.885342708;5;10021.43618;-6.138929138;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10102.08715;-8.161584152;11.08529108;0.291111437;0.999575391;0.026249904;0.02625502
1111;1;1.899;5.289;10064.63961;-9.082285735;10.22773618;0.24441881;0.641987215;-0.015008048;0.023893097;1;1.885342708;5;10021.69278;-6.133257353;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10102.1981;-8.158670412;11.09528684;0.291373936;0.999575391;0.026249904;0.02625502
1112;1;1.899;5.289;10064.74192;-9.079838578;10.23415492;0.244587194;0.641848544;-0.015004439;0.023894562;1;1.885342708;5;10021.94939;-6.127585569;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10102.30915;-8.155754048;11.10528259;0.291636435;0.999575391;0.026249904;0.02625502
1113;1;1.899;5.289;10064.84429;-9.077389685;10.2405723;0.244755928;0.64171718;-0.015000941;0.023896061;1;1.885342708;5;10022.20599;-6.121913784;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10102.42031;-8.152835059;11.11527834;0.291898934;0.999575391;0.026249904;0.02625502
1114;1;1.899;5.289;10064.94673;-9.074939052;10.24698839;0.244924975;0.641592437;-0.014997775;0.023897592;1;1.885342708;5;10022.46259;-6.116242;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10102.53156;-8.149913444;11.1252741;0.292161433;0.999575391;0.026249904;0.02625502
1115;1;1.899;5.289;10065.04923;-9.072486676;10.25340326;0.245094375;0.641473775;-0.014994707;0.023899159;1;1.885342708;5;10022.7192;-6.110570215;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10102.64291;-8.146989205;11.13526985;0.292423932;0.999575391;0.026249904;0.02625502
1116;1;1.899;5.289;10065.1518;-9.070032554;10.25981696;0.245264111;0.641360734;-0.014991954;0.023900759;1;1.885342708;5;10022.9758;-6.104898431;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10102.75437;-8.144062341;11.14526561;0.292686431;0.999575391;0.026249904;0.02625502
1117;1;1.899;5.289;10065.25443;-9.067576681;10.26622955;0.245434186;0.641252926;-0.014989333;0.023902392;1;1.885342708;5;10023.23241;-6.099226646;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10102.86592;-8.141132851;11.15526136;0.29294893;0.999575391;0.026249904;0.02625502
1118;1;1.899;5.289;10065.35713;-9.065119054;10.27264107;0.24560462;0.641150077;-0.014987122;0.023904061;1;1.885342708;5;10023.48901;-6.093554862;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10102.97757;-8.138200737;11.16525711;0.293211429;0.999575391;0.026249904;0.02625502
1119;1;1.899;5.289;10065.45989;-9.06265967;10.27905159;0.245775396;0.641052131;-0.014985041;0.023905763;1;1.885342708;5;10023.74561;-6.087883077;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10103.08932;-8.135265998;11.17525287;0.293473928;0.999575391;0.026249904;0.02625502
1120;1;1.899;5.289;10065.56271;-9.060198524;10.28546114;0.245946535;0.640963593;-0.014983394;0.023907501;1;1.885342708;5;10024.00222;-6.082211293;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10103.20118;-8.132328633;11.18524862;0.293736427;0.999575391;0.026249904;0.02625502
1121;1;1.899;5.289;10065.6656;-9.057735614;10.29186993;0.246118024;0.640899979;-0.014982282;0.023909273;1;1.885342708;5;10024.25882;-6.076539508;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10103.31313;-8.129388644;11.19524438;0.293998926;0.999575391;0.026249904;0.02625502
1122;1;1.899;5.289;10065.76855;-9.055270934;10.29827815;0.246289886;0.640849054;-0.014981632;0.023911079;1;1.885342708;5;10024.51543;-6.070867724;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10103.42518;-8.12644603;11.20524013;0.294261425;0.999575391;0.026249904;0.02625502
1123;1;1.899;5.289;10065.87157;-9.052804482;10.30468589;0.246462125;0.640805941;-0.014981075;0.023912922;1;1.885342708;5;10024.77203;-6.065195939;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10103.53733;-8.123500791;11.21523588;0.294523924;0.999575391;0.026249904;0.02625502
1124;1;1.899;5.289;10065.97465;-9.050336253;10.31109323;0.246634743;0.640777741;-0.014981;0.023914799;1;1.885342708;5;10025.02863;-6.059524155;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10103.64958;-8.120552926;11.22523164;0.294786423;0.999575391;0.026249904;0.02625502
1125;1;1.899;5.289;10066.07779;-9.047866243;10.31750051;0.246807749;0.640795324;-0.014981873;0.023916712;1;1.885342708;5;10025.28524;-6.05385237;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10103.76194;-8.117602437;11.23522739;0.295048922;0.999575391;0.026249904;0.02625502
1126;1;1.899;5.289;10066.181;-9.045394449;10.32390817;0.246981135;0.640856043;-0.014983855;0.023918659;1;1.885342708;5;10025.54184;-6.048180586;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10103.87439;-8.114649323;11.24522315;0.295311421;0.999575391;0.026249904;0.02625502
1127;1;1.899;5.289;10066.28427;-9.042920866;10.33031675;0.247154972;0.640986944;-0.014987331;0.023920644;1;1.885342708;5;10025.79845;-6.042508801;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10103.98694;-8.111693584;11.2552189;0.29557392;0.999575391;0.026249904;0.02625502
1128;1;1.899;5.289;10066.38761;-9.040445489;10.33672697;0.247329221;0.641193369;-0.014992666;0.023922663;1;1.885342708;5;10026.05505;-6.036837017;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10104.09959;-8.10873522;11.26521465;0.295836419;0.999575391;0.026249904;0.02625502
1129;1;1.899;5.289;10066.49101;-9.037968314;10.34314016;0.247503953;0.641598545;-0.015002488;0.02392472;1;1.885342708;5;10026.31165;-6.031165232;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10104.21235;-8.10577423;11.27521041;0.296098918;0.999575391;0.026249904;0.02625502
1130;1;1.899;5.289;10066.59447;-9.035489337;10.34955817;0.247679173;0.64213428;-0.01501548;0.023926809;1;1.885342708;5;10026.56826;-6.025493448;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10104.3252;-8.102810616;11.28520616;0.296361417;0.999575391;0.026249904;0.02625502
1131;1;1.899;5.289;10066.698;-9.03300855;10.35598193;0.247854963;0.64275337;-0.015030398;0.023928938;1;1.885342708;5;10026.82486;-6.019821663;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10104.43815;-8.099844377;11.29520192;0.296623917;0.999575391;0.026249904;0.02625502
1132;1;1.899;5.289;10066.80159;-9.03052595;10.36241223;0.248031304;0.643441988;-0.015047246;0.023931103;1;1.885342708;5;10027.08147;-6.014149879;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10104.5512;-8.096875513;11.30519767;0.296886416;0.999575391;0.026249904;0.02625502
1133;1;1.899;5.289;10066.90525;-9.02804153;10.36884981;0.248208214;0.644212102;-0.015066126;0.023933303;1;1.885342708;5;10027.33807;-6.008478094;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10104.66435;-8.093904024;11.31519342;0.297148915;0.999575391;0.026249904;0.02625502
1134;1;1.899;5.289;10067.00897;-9.025555284;10.37529536;0.24838571;0.645029965;-0.015086539;0.023935538;1;1.885342708;5;10027.59467;-6.00280631;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10104.77761;-8.09092991;11.32518918;0.297411414;0.999575391;0.026249904;0.02625502
1135;1;1.899;5.289;10067.11276;-9.023067206;10.38174932;0.248563843;0.645901161;-0.015108403;0.023937812;1;1.885342708;5;10027.85128;-5.997134525;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10104.89096;-8.087953171;11.33518493;0.297673913;0.999575391;0.026249904;0.02625502
1136;1;1.899;5.289;10067.21661;-9.02057729;10.38821214;0.248742586;0.646790917;-0.015131149;0.023940122;1;1.885342708;5;10028.10788;-5.991462741;25.66039919;0.56717845;0;0;0.02209966;1;2.065267878;7;10105.00441;-8.084973806;11.34518068;0.297936412;0.999575391;0.026249904;0.02625502
1137;1;1.899;5.289;10067.32052;-9.018085529;10.3946837;0.248921955;0.647647504;-0.015153306;0.023942469;1;1.885342708;5;10028.36448;-5.985604781;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10105.11796;-8.081991817;11.35517644;0.298198911;0.999575391;0.026249904;0.02625502
1138;1;1.899;5.289;10067.4245;-9.015591918;10.40116365;0.249101924;0.648475042;-0.015175168;0.023944851;1;1.885342708;5;10028.62108;-5.979746822;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10105.23161;-8.079007203;11.36517219;0.29846141;0.999575391;0.026249904;0.02625502
1139;1;1.899;5.289;10067.52855;-9.013096449;10.40765182;0.249282528;0.649295112;-0.015196921;0.023947272;1;1.885342708;5;10028.87768;-5.973888863;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10105.34536;-8.076019964;11.37516795;0.298723909;0.999575391;0.026249904;0.02625502
1140;1;1.899;5.289;10067.63266;-9.010599116;10.4141481;0.249463746;0.650099917;-0.015218548;0.023949731;1;1.885342708;5;10029.13428;-5.968030904;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10105.45922;-8.0730301;11.3851637;0.298986408;0.999575391;0.026249904;0.02625502
1141;1;1.899;5.289;10067.73683;-9.008099914;10.42065249;0.249645578;0.650922243;-0.015240498;0.023952227;1;1.885342708;5;10029.39088;-5.962172945;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10105.57317;-8.070037611;11.39515945;0.299248907;0.999575391;0.026249904;0.02625502
1142;1;1.899;5.289;10067.84107;-9.005598837;10.42716518;0.249828031;0.651771134;-0.01526315;0.02395476;1;1.885342708;5;10029.64748;-5.956314986;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10105.68722;-8.067042497;11.40515521;0.299511406;0.999575391;0.026249904;0.02625502
1143;1;1.899;5.289;10067.94537;-9.003095876;10.43368701;0.250011143;0.652766238;-0.015288963;0.023957333;1;1.885342708;5;10029.90408;-5.950457026;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10105.80137;-8.064044758;11.41515096;0.299773905;0.999575391;0.026249904;0.02625502
1144;1;1.899;5.289;10068.04974;-9.000591027;10.44021931;0.25019493;0.653845754;-0.015316682;0.023959942;1;1.885342708;5;10030.16068;-5.944599067;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10105.91562;-8.061044394;11.42514672;0.300036404;0.999575391;0.026249904;0.02625502
1145;1;1.899;5.289;10068.15418;-8.998084282;10.44676257;0.250379422;0.654963948;-0.015345007;0.023962591;1;1.885342708;5;10030.41728;-5.938741108;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10106.02997;-8.058041405;11.43514247;0.300298903;0.999575391;0.026249904;0.02625502
1146;1;1.899;5.289;10068.25868;-8.995575633;10.45331716;0.25056461;0.656108443;-0.01537392;0.023965277;1;1.885342708;5;10030.67388;-5.932883149;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10106.14443;-8.055035791;11.44513822;0.300561402;0.999575391;0.026249904;0.02625502
1147;1;1.899;5.289;10068.36325;-8.993065075;10.45988332;0.25075052;0.657279102;-0.015403197;0.023968002;1;1.885342708;5;10030.93048;-5.92702519;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10106.25898;-8.052027552;11.45513398;0.300823901;0.999575391;0.026249904;0.02625502
1148;1;1.899;5.289;10068.46788;-8.990552599;10.46646121;0.250937137;0.65845596;-0.015432655;0.023970764;1;1.885342708;5;10031.18708;-5.921167231;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10106.37363;-8.049016688;11.46512973;0.3010864;0.999575391;0.026249904;0.02625502
1149;1;1.899;5.289;10068.57258;-8.988038198;10.473051;0.251124486;0.65966694;-0.01546274;0.023973566;1;1.885342708;5;10031.44368;-5.915309271;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10106.48838;-8.046003199;11.47512549;0.301348899;0.999575391;0.026249904;0.02625502
1150;1;1.899;5.289;10068.67734;-8.985521865;10.47965295;0.251312554;0.660874721;-0.015492873;0.023976404;1;1.885342708;5;10031.70028;-5.909451312;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10106.60323;-8.042987085;11.48512124;0.301611398;0.999575391;0.026249904;0.02625502
1151;1;1.899;5.289;10068.78217;-8.983003593;10.48626668;0.251501372;0.662023654;-0.015521586;0.023979284;1;1.885342708;5;10031.95688;-5.903593353;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10106.71818;-8.039968346;11.49511699;0.301873897;0.999575391;0.026249904;0.02625502
1152;1;1.899;5.289;10068.88707;-8.980483375;10.49289162;0.251690869;0.663121399;-0.015549348;0.023982199;1;1.885342708;5;10032.21348;-5.897735394;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10106.83323;-8.036946982;11.50511275;0.302136396;0.999575391;0.026249904;0.02625502
1153;1;1.899;5.289;10068.99203;-8.977961202;10.49952735;0.251881093;0.664184172;-0.015576306;0.023985155;1;1.885342708;5;10032.47008;-5.891877435;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10106.94838;-8.033922993;11.5151085;0.302398895;0.999575391;0.026249904;0.02625502
1154;1;1.899;5.289;10069.09706;-8.97543707;10.5061735;0.252071979;0.66520796;-0.015602598;0.023988146;1;1.885342708;5;10032.72668;-5.886019476;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10107.06363;-8.030896379;11.52510426;0.302661394;0.999575391;0.026249904;0.02625502
1155;1;1.899;5.289;10069.20216;-8.972910969;10.51282981;0.25226358;0.666225031;-0.015628711;0.023991179;1;1.885342708;5;10032.98328;-5.880161516;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10107.17899;-8.02786714;11.53510001;0.302923894;0.999575391;0.026249904;0.02625502
1156;1;1.899;5.289;10069.30732;-8.970382894;10.51949627;0.252455856;0.667246352;-0.015655092;0.023994248;1;1.885342708;5;10033.23988;-5.874303557;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10107.29444;-8.024835276;11.54509576;0.303186393;0.999575391;0.026249904;0.02625502
1157;1;1.899;5.289;10069.41255;-8.967852836;10.52617344;0.252648843;0.66838534;-0.015684061;0.023997357;1;1.885342708;5;10033.49648;-5.868445598;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10107.40999;-8.021800787;11.55509152;0.303448892;0.999575391;0.026249904;0.02625502
1158;1;1.899;5.289;10069.51784;-8.96532079;10.53286241;0.252842567;0.669586231;-0.015714525;0.024000505;1;1.885342708;5;10033.75308;-5.862587639;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10107.52564;-8.018763673;11.56508727;0.303711391;0.999575391;0.026249904;0.02625502
1159;1;1.899;5.289;10069.6232;-8.962786747;10.53956346;0.253037015;0.670806693;-0.015745264;0.02400369;1;1.885342708;5;10034.00968;-5.85672968;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10107.64139;-8.015723934;11.57508302;0.30397389;0.999575391;0.026249904;0.02625502
1160;1;1.899;5.289;10069.72863;-8.9602507;10.54627677;0.253232214;0.67203687;-0.015776335;0.024006914;1;1.885342708;5;10034.26628;-5.850871721;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10107.75724;-8.01268157;11.58507878;0.304236389;0.999575391;0.026249904;0.02625502
1161;1;1.899;5.289;10069.83413;-8.957712642;10.55300242;0.253428185;0.673277271;-0.015807559;0.02401018;1;1.885342708;5;10034.52288;-5.845013762;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10107.87319;-8.009636582;11.59507453;0.304498888;0.999575391;0.026249904;0.02625502
1162;1;1.899;5.289;10069.93969;-8.955172564;10.55974044;0.25362489;0.674507732;-0.015838773;0.024013482;1;1.885342708;5;10034.77948;-5.839155802;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10107.98924;-8.006588968;11.60507029;0.304761387;0.999575391;0.026249904;0.02625502
1163;1;1.899;5.289;10070.04533;-8.952630459;10.56649073;0.253822348;0.675739058;-0.015870028;0.024016824;1;1.885342708;5;10035.03608;-5.833297843;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10108.10539;-8.003538729;11.61506604;0.305023886;0.999575391;0.026249904;0.02625502
1164;1;1.899;5.289;10070.15103;-8.95008632;10.57325325;0.25402054;0.676945614;-0.015900998;0.024020203;1;1.885342708;5;10035.29268;-5.827439884;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10108.22164;-8.000485865;11.62506179;0.305286385;0.999575391;0.026249904;0.02625502
1165;1;1.899;5.289;10070.25679;-8.947540139;10.58002751;0.254219493;0.678085997;-0.015930504;0.024023622;1;1.885342708;5;10035.54928;-5.821581925;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10108.33799;-7.997430376;11.63505755;0.305548884;0.999575391;0.026249904;0.02625502
1166;1;1.899;5.289;10070.36263;-8.944991909;10.58681285;0.254419173;0.679167042;-0.015958962;0.024027081;1;1.885342708;5;10035.80588;-5.815723966;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10108.45444;-7.994372262;11.6450533;0.305811383;0.999575391;0.026249904;0.02625502
1167;1;1.899;5.289;10070.46853;-8.942441621;10.59360875;0.254619568;0.680201792;-0.015986413;0.024030579;1;1.885342708;5;10036.06248;-5.809866007;25.65998092;0.585795916;0;0;0.0228252;1;2.065267878;7;10108.57099;-7.991311524;11.65504906;0.306073882;0.999575391;0.026249904;0.02625502
